0.0000000000 -2353.1360000279 
50.0000000000 -2353.0739562516 
100.0000000000 -2352.0000000000 
150.0000000000 -2352.0000000000 
200.0000000000 -2352.0000000000 
250.0000000000 -2351.8276705389 
300.0000000000 -2351.4494543373 
350.0000000000 -2350.1174450755 
400.0000000000 -2347.8944029019 
450.0000000000 -2345.0331331507 
500.0000000000 -2340.5721530984 
550.0000000000 -2334.9973699122 
600.0000000000 -2327.4612079362 
650.0000000000 -2317.7515607308 
700.0000000000 -2303.5105265326 
750.0000000000 -2292.2944021062 
800.0000000000 -2289.4200926868 
850.0000000000 -2287.6632703944 
900.0000000000 -2286.4895401998 
950.0000000000 -2285.3360893222 
