0.0000000000 0.0000000000 
10.0000000000 0.0000000000 
20.0000000000 0.0000000000 
30.0000000000 0.0000000000 
40.0000000000 0.0000000000 
50.0000000000 0.0000000000 
60.0000000000 0.0000000000 
70.0000000000 0.0000000000 
80.0000000000 0.0000000000 
90.0000000000 0.0000000000 
100.0000000000 0.0000000000 
110.0000000000 0.0000000000 
120.0000000000 0.0000000000 
130.0000000000 0.0000000000 
140.0000000000 0.0000000000 
150.0000000000 0.0000000000 
160.0000000000 0.0000000000 
170.0000000000 0.0000000000 
180.0000000000 0.0000000000 
190.0000000000 0.0000000000 
200.0000000000 0.0000000000 
210.0000000000 0.0000000000 
220.0000000000 0.0000000000 
230.0000000000 0.0007617187 
240.0000000000 0.0000000000 
250.0000000000 0.0000000000 
260.0000000000 0.0007617188 
270.0000000000 0.0007617187 
280.0000000000 0.0007617188 
290.0000000000 0.0007617187 
300.0000000000 0.0007617187 
310.0000000000 0.0007617188 
320.0000000000 0.0007617187 
330.0000000000 0.0015234375 
340.0000000000 0.0015234375 
350.0000000000 0.0015234375 
360.0000000000 0.0015234375 
370.0000000000 0.0015234375 
380.0000000000 0.0022851562 
390.0000000000 0.0022851563 
400.0000000000 0.0022851562 
410.0000000000 0.0022851562 
420.0000000000 0.0030468750 
430.0000000000 0.0030468750 
440.0000000000 0.0030468750 
450.0000000000 0.0030468750 
460.0000000000 0.0038085937 
470.0000000000 0.0038085937 
480.0000000000 0.0038085937 
490.0000000000 0.0045703125 
500.0000000000 0.0045703125 
510.0000000000 0.0045703125 
520.0000000000 0.0045703125 
530.0000000000 0.0053320313 
540.0000000000 0.0053320313 
550.0000000000 0.0060937500 
560.0000000000 0.0060937500 
570.0000000000 0.0060937500 
580.0000000000 0.0068554688 
590.0000000000 0.0068554687 
600.0000000000 0.0076171875 
610.0000000000 0.0076171875 
620.0000000000 0.0076171875 
630.0000000000 0.0083789063 
640.0000000000 0.0083789062 
650.0000000000 0.0091406250 
660.0000000000 0.0099023437 
670.0000000000 0.0099023437 
680.0000000000 0.0106640625 
690.0000000000 0.0106640625 
700.0000000000 0.0114257812 
710.0000000000 0.0114257812 
720.0000000000 0.0129492188 
730.0000000000 0.0129492188 
740.0000000000 0.0137109375 
750.0000000000 0.0144726563 
760.0000000000 0.0152343750 
770.0000000000 0.0159960937 
780.0000000000 0.0175195312 
790.0000000000 0.0182812500 
800.0000000000 0.0190429688 
810.0000000000 0.0205664063 
820.0000000000 0.0228515625 
830.0000000000 0.0243750000 
840.0000000000 0.0258984375 
850.0000000000 0.0297070313 
860.0000000000 0.0335156250 
870.0000000000 0.0396093750 
880.0000000000 0.0495117188 
890.0000000000 0.0716015625 
900.0000000000 0.1013085938 
910.0000000000 0.0000000000 
920.0000000000 0.0000000000 
930.0000000000 0.0000000000 
940.0000000000 0.0000000000 
950.0000000000 0.0000000000 
960.0000000000 0.0000000000 
970.0000000000 0.0000000000 
980.0000000000 0.0000000000 
